Langage,Nom,Type,Description,Étoiles,Connu,Maîtrise,Priorité_apprentissage,Objectif_personnel
Go,nuclei,API,"Nuclei is a fast, customizable vulnerability scanner powered by the global security community and built on a simple YAML-based DSL, enabling collaboration to tackle trending vulnerabilities on the internet. It helps you find vulnerabilities in your applications, APIs, networks, DNS, and cloud configurations.",14,,,,
Go,seaweedfs,Web,"SeaweedFS is a fast distributed storage system for blobs, objects, files, and data lake, for billions of files! Blob store has O(1) disk seek, cloud tiering. Filer supports Cloud Drive, xDC replication, Kubernetes, POSIX FUSE mount, S3 API, S3 Gateway, Hadoop, WebDAV, encryption, Erasure Coding. Enterprise version is at seaweedfs.com.",262,,,,
Go,node,Autre,Everything required to run your own Base node,6,,,,
Go,avalanchego,Autre,Go implementation of an Avalanche node.,0,,,,
TypeScript,chatbox,API,"User-friendly Desktop Client App for AI Models/LLMs (GPT, Claude, Gemini, Ollama...)",27,,,,
TypeScript,ever-gauzy,Autre,Ever® Gauzy™ - Open Business Management Platform (ERP/CRM/HRM/ATS/PM) - https://gauzy.co,11,,,,
TypeScript,storybook,Autre,"Storybook is the industry standard workshop for building, documenting, and testing UI components in isolation",225,,,,
TypeScript,brotli,Autre,Brotli compression format,4,,,,
TypeScript,jest,Web,Delightful JavaScript Testing.,5,,,,
TypeScript,lingo.dev,NLP,"⚡ Lingo.dev - open-source, AI-powered i18n toolkit for instant localization with LLMs. Bring your own LLM or use Lingo.dev Localization Engine. Join discord:",100,,,,
TypeScript,jan,NLP,Jan is an open source alternative to ChatGPT that runs 100% offline on your computer.,338,,,,
TypeScript,medplum,Autre,Medplum is a healthcare platform that helps you quickly develop high-quality compliant applications.,6,,,,
TypeScript,snow-shot,Autre,超好用的截图工具,13,,,,
TypeScript,NextChat,Web,✨ Light and Fast AI Assistant. Support: Web | iOS | MacOS | Android | Linux | Windows,16,,,,
TypeScript,coze-studio,ML,"An AI agent development platform with all-in-one visual tools, simplifying agent creation, debugging, and deployment like never before. Coze your way to AI Agent creation.",27,,,,
TypeScript,flowgram.ai,Web,"FlowGram is an extensible workflow development framework with built-in canvas, form, variable, and materials that helps developers build AI workflow platforms faster and simpler.",28,,,,
Java,fory,Web,A blazingly fast multi-language serialization framework powered by JIT and zero-copy.,96,,,,
Java,automq,ML,AutoMQ is a diskless Kafka® on S3. 10x Cost-Effective. No Cross-AZ Traffic Cost. Autoscale in seconds. Single-digit ms latency. Multi-AZ Availability.,39,,,,
Java,netty,Web,Netty project - an event-driven asynchronous network application framework,2,,,,
Java,keycloak,Autre,Open Source Identity and Access Management For Modern Applications and Services,31,,,,
Java,doris,Data,"Apache Doris is an easy-to-use, high performance and unified analytics database.",4,,,,
Java,mybatis-3,Web,MyBatis SQL mapper framework for Java,2,,,,
Java,CompreFace,Autre,Leading free and open-source face recognition system,5,,,,
Java,joyagent-jdgenie,Autre,开源的端到端产品级通用智能体,14,,,,
Java,spring-framework,Web,Spring Framework,6,,,,
Java,guava,Autre,Google core libraries for Java,2,,,,
Java,spring-ai-alibaba,Web,Agentic AI Framework for Java Developers,20,,,,
Java,polaris,Autre,"Apache Polaris, the interoperable, open source catalog for Apache Iceberg",0,,,,
Java,checkstyle,Autre,"Checkstyle is a development tool to help programmers write Java code that adheres to a coding standard. By default it supports the Google Java Style Guide and Sun Code Conventions, but is highly configurable. It can be invoked with an ANT task and a command line program.",2,,,,
Java,XMBOX,Autre,一个看片儿的空盒子软件，需自行配置源,5,,,,
Java,cldr,Data,The home of the Unicode Common Locale Data Repository,2,,,,
Java,ChopperBot,ML,虎牙，斗鱼，抖音，BiliBili，TikTok，Twitch🔥热门🔥智能直播视频剪辑发布AI机器人，自动化🤖，全智能化⚙（智能生成切片，标题，封面，简介），可视化👓，平台热门监控🌡，丰富插件随意扩展🕹，快速部署⚡，视频账号打造自动发布🌟，支持DIY🎮,5,,,,
Jupyter,ai-engineering-hub,NLP,"In-depth tutorials on LLMs, RAGs and real-world AI agent applications.",386,,,,
Jupyter,Isaac-GR00T,ML,NVIDIA Isaac GR00T N1.5 - A Foundation Model for Generalist Robots.,17,,,,
Jupyter,data-engineering-zoomcamp,Data,Data Engineering Zoomcamp is a free 9-week course on building production-ready data pipelines. The next cohort starts in January 2026. Join the course here 👇🏼,13,,,,
Jupyter,happy-llm,Autre,📚 从零开始的大语言模型原理与实践教程,43,,,,
Jupyter,vertex-ai-creative-studio,API,"GenMedia Creative Studio is a Vertex AI generative media user experience highlighting the use of Imagen, Veo, Gemini 🍌, Gemini TTS, Chirp 3, Lyria and other generative media APIs on Google Cloud.",1,,,,
Jupyter,evidently,Web,"Evidently is ​​an open-source ML and LLM observability framework. Evaluate, test, and monitor any AI-powered system or data pipeline. From tabular data to Gen AI. 100+ metrics.",3,,,,
Jupyter,FinRL,ML,FinRL®: Financial Reinforcement Learning. 🔥,8,,,,
Jupyter,crewAI-examples,Web,A collection of examples that show how to use CrewAI framework to automate workflows.,1,,,,
Jupyter,courses,Autre,Anthropic's educational courses,8,,,,
Jupyter,h4cker,ML,"This repository is primarily maintained by Omar Santos (@santosomar) and includes thousands of resources related to ethical hacking, bug bounties, digital forensics and incident response (DFIR), artificial intelligence security, vulnerability research, exploit development, reverse engineering, and more.",12,,,,
Python,TrendRadar,ML,🎯 告别信息过载，AI 助你看懂新闻资讯热点，简单的舆情监控分析 - 多平台热点聚合+基于 MCP 的AI分析工具。监控35个平台（抖音、知乎、B站、华尔街见闻、财联社等），智能筛选+自动推送+AI对话分析（用自然语言深度挖掘新闻：趋势追踪、情感分析、相似检索等13种工具）。支持企业微信/个人微信/飞书/钉钉/Telegram/邮件/ntfy/bark/slack 推送，30秒网页部署，1分钟手机通知，无需编程。支持Docker部署⭐ 让算法为你服务，用AI理解热点,690,,,,
Python,cursor-free-vip,NLP,[Support 0.49.x]（Reset Cursor AI MachineID & Bypass Higher Token Limit） Cursor Ai ，自动重置机器ID ， 免费升级使用Pro功能: You've reached your trial request limit. / Too many free trial accounts used on this machine. Please upgrade to pro. We have this limit in place to prevent abuse. Please let us know if you believe this is a mistake.,118,,,,
Python,LightRAG,NLP,"[EMNLP2025] ""LightRAG: Simple and Fast Retrieval-Augmented Generation""",65,,,,
Python,verl,NLP,verl: Volcano Engine Reinforcement Learning for LLMs,65,,,,
Python,Memori,NLP,"Open-Source Memory Engine for LLMs, AI Agents & Multi-Agent Systems",242,,,,
Python,call-center-ai,API,"Send a phone call from AI agent, in an API call. Or, directly call the bot from the configured phone number!",177,,,,
Python,WSABuilds,Autre,Run Windows Subsystem For Android on your Windows 10 and Windows 11 PC using prebuilt binaries with Google Play Store (MindTheGapps) and/or Magisk or KernelSU (root solutions) built in.,79,,,,
Python,n8n-workflows,Web,all of the workflows of n8n i could find (also from the site itself),262,,,,
Python,OpCore-Simplify,Autre,A tool designed to simplify the creation of OpenCore EFI,235,,,,
Python,MineContext,NLP,MineContext is your proactive context-aware AI partner（Context-Engineering+ChatGPT Pulse）,57,,,,
Python,adk-python,ML,"An open-source, code-first Python toolkit for building, evaluating, and deploying sophisticated AI agents with flexibility and control.",56,,,,
Python,SurfSense,Autre,"Open source alternative to NotebookLM, Perplexity, and Glean. Connects to search engines, Slack, Linear, Jira, ClickUp, Notion, YouTube, GitHub, Discord, and more. Join our Discord: https://discord.gg/ejRNvftDp9",21,,,,
Python,RLinf,NLP,"RLinf is a flexible and scalable open-source infrastructure designed for post-training foundation models (LLMs, VLMs, VLAs) via reinforcement learning.",7,,,,
Python,tinker-cookbook,ML,Post-training with Tinker,9,,,,
Python,googlesans-code,Autre,The Google Sans Code font family,7,,,,
Python,PythonRobotics,NLP,Python sample codes and textbook for robotics algorithms.,26,,,,
JavaScript,serverless-dns,Autre,"The RethinkDNS resolver that deploys to Cloudflare Workers, Deno Deploy, Fastly, and Fly.io",6,,,,
JavaScript,claude-code-templates,Autre,CLI tool for configuring and monitoring Claude Code,128,,,,
JavaScript,awesome-mac,Autre," Now we have become very big, Different from the original idea. Collect premium software in various categories.",72,,,,
JavaScript,clean-code-javascript,Web,Clean Code concepts adapted for JavaScript,9,,,,
JavaScript,luci,Autre,LuCI - OpenWrt Configuration Interface,1,,,,
JavaScript,algorithm-visualizer,Autre,🎆Interactive Online Platform that Visualizes Algorithms from Code,3,,,,
Rust,librespot,API,Open Source Spotify client library,3,,,,
Rust,openvas-scanner,ML,This repository contains the scanner component for Greenbone Community Edition.,2,,,,
Rust,dynamo,Web,A Datacenter Scale Distributed Inference Serving Framework,10,,,,
Rust,gpui-component,Autre,Rust GUI components for building fantastic cross-platform desktop application by using GPUI.,47,,,,
Rust,Daft,Data,"High-performance data engine for AI and multimodal workloads. Process images, audio, video, and structured data at any scale",9,,,,
Rust,vello,Autre,A GPU compute-centric 2D renderer.,6,,,,
Rust,etl,Data,Stream your Postgres data anywhere in real-time. Simple Rust building blocks for change data capture (CDC) pipelines.,4,,,,
Rust,wstunnel,Web,Tunnel all your traffic over Websocket or HTTP2 - Bypass firewalls/DPI - Static binary available,7,,,,
Rust,nushell,Autre,A new type of shell,14,,,,
Rust,sui,ML,"Sui, a next-generation smart contract platform with high throughput, low latency, and an asset-oriented programming model powered by the Move programming language",3,,,,
Rust,fnm,Autre,"🚀 Fast and simple Node.js version manager, built in Rust",14,,,,
Rust,influxdb,Data,"Scalable datastore for metrics, events, and real-time analytics",2,,,,
Rust,anki,Autre,Anki is a smart spaced repetition flashcard program,12,,,,
Rust,ore,Autre,It's time to mine.,4,,,,
Go,adk-go,ML,"An open-source, code-first Go toolkit for building, evaluating, and deploying sophisticated AI agents with flexibility and control.",122,,,,
Go,frp,API,A fast reverse proxy to help you expose a local server behind a NAT or firewall to the internet.,35,,,,
Go,Olares,Data,Olares: An Open-Source Personal Cloud to Reclaim Your Data,18,,,,
Go,lazydocker,Autre,The lazier way to manage everything docker,15,,,,
Go,podman,ML,Podman: A tool for managing OCI containers and pods.,11,,,,
Go,chi,Autre,"lightweight, idiomatic and composable router for building Go HTTP services",8,,,,
Go,res-downloader,Autre,视频号、小程序、抖音、快手、小红书、直播流、m3u8、酷狗、QQ音乐等常见网络资源下载!,11,,,,
Go,cloudreve,Autre,"🌩 Self-hosted file management and sharing system, supports multiple storage providers",13,,,,
Go,crossplane,Autre,The Cloud Native Control Plane,4,,,,
Go,sqlx,Data,general purpose extensions to golang's database/sql,5,,,,
Go,squirrel,Autre,Fluent SQL generation for golang,2,,,,
Go,temporal,Autre,Temporal service,12,,,,
Go,opencloud,API,🌤️This is the main repository of the OpenCloud server. It contains the golang codebase for the backend services.,24,,,,
Go,pgx,Autre,PostgreSQL driver and toolkit for Go,5,,,,
TypeScript,tech-interview-handbook,Autre,Curated coding interview preparation materials for busy software engineers,117,,,,
TypeScript,iptv,ML,Collection of publicly available IPTV channels from all over the world,153,,,,
TypeScript,requestly,API,Free and open-source API Client & Interceptor.,28,,,,
TypeScript,headlamp,Web,"A Kubernetes web UI that is fully-featured, user-friendly and extensible",7,,,,
TypeScript,gemini-cli,ML,An open-source AI agent that brings the power of Gemini directly into your terminal.,124,,,,
TypeScript,vendure,Autre,"The most customizable commerce platform built with TypeScript, NestJS and GraphQL.",5,,,,
TypeScript,drawnix,Data,"开源白板工具（SaaS），一体化白板，包含思维导图、流程图、自由画等。All in one open-source whiteboard tool with mind, flowchart, freehand and etc.",9,,,,
TypeScript,FossFLOW,Autre,Make beautiful isometric infrastructure diagrams,16,,,,
TypeScript,cc-switch,Autre,"A cross-platform desktop All-in-One assistant tool for Claude Code, Codex & Gemini CLI.",52,,,,
TypeScript,dokploy,Data,"Open Source Alternative to Vercel, Netlify and Heroku.",36,,,,
TypeScript,adk-web,Web,Agent Development Kit Web (adk web) is the built-in developer UI that is integrated with Agent Development Kit for easier agent development and debugging.,6,,,,
TypeScript,modelcontextprotocol,NLP,Specification and documentation for the Model Context Protocol,15,,,,
TypeScript,portainer,Autre,Making Docker and Kubernetes management easy.,12,,,,
TypeScript,vercel,Autre,Develop. Preview. Ship.,6,,,,
Java,baritone,Autre,google maps for block game,2,,,,
Java,kkFileView,Autre,Universal File Online Preview Project based on Spring-Boot,2,,,,
Java,testcontainers-java,Web,"Testcontainers is a Java library that supports JUnit tests, providing lightweight, throwaway instances of common databases, Selenium web browsers, or anything else that can run in a Docker container.",4,,,,
Java,awesome-system-design-resources,Autre,Learn System Design concepts and prepare for interviews using free resources.,15,,,,
Java,ruoyi-ai,ML,RuoYi AI 是一个全栈式 AI 开发平台，旨在帮助开发者快速构建和部署个性化的 AI 应用。,7,,,,
Java,flyway,Data,Flyway by Redgate • Database Migrations Made Easy.,3,,,,
Jupyter,cookbook,ML,Open-source AI cookbook,3,,,,
Jupyter,community,Autre,Kubernetes community content,3,,,,
Jupyter,deep-learning-with-python-notebooks,ML,"Jupyter notebooks for the code samples of the book ""Deep Learning with Python""",3,,,,
Jupyter,Complete-Python-3-Bootcamp,Autre,Course Files for Complete Python 3 Bootcamp Course on Udemy,2,,,,
Jupyter,agents-towards-production,ML,"This repository delivers end-to-end, code-first tutorials covering every layer of production-grade GenAI agents, guiding you from spark to scale with proven patterns and reusable blueprints for real-world launches.",27,,,,
Jupyter,BLIP,ML,PyTorch code for BLIP: Bootstrapping Language-Image Pre-training for Unified Vision-Language Understanding and Generation,0,,,,
Jupyter,llm-cookbook,NLP,面向开发者的 LLM 入门教程，吴恩达大模型系列课程中文版,10,,,,
Jupyter,Qwen3-VL,NLP,"Qwen3-VL is the multimodal large language model series developed by Qwen team, Alibaba Cloud.",27,,,,
Python,computer-use-preview,Autre,Pas de description,59,,,,
Python,pg-aiguide,API,MCP server and Claude plugin for Postgres skills and documentation. Helps AI coding tools generate better PostgreSQL code.,314,,,,
Python,chatterbox,Autre,SoTA open-source TTS,436,,,,
Python,metube,Web,Self-hosted YouTube downloader (web UI for youtube-dl / yt-dlp),252,,,,
Python,pathway,Web,"Python ETL framework for stream processing, real-time analytics, LLM pipelines, and RAG.",798,,,,
Python,SongGeneration,Autre,The official code repository for LeVo: High-Quality Song Generation with Multi-Preference Alignment,87,,,,
Python,scipy,ML,SciPy library main repository,3,,,,
Python,skills,Autre,Public repository for Agent Skills,842,,,,
Python,awesome-math,Autre,A curated list of awesome mathematics resources,14,,,,
Python,docetl,NLP,A system for agentic LLM-powered data processing and ETL,15,,,,
Python,WhisperJAV,Autre,Pas de description,116,,,,
Python,checkov,ML,"Prevent cloud misconfigurations and find vulnerabilities during build-time in infrastructure as code, container images and open source packages with Checkov by Bridgecrew.",6,,,,
JavaScript,cs249r_book,ML,Introduction to Machine Learning Systems,1145,,,,
JavaScript,web,Web,Odoo web client UI related addons,1,,,,
JavaScript,hermes,Web,A JavaScript engine optimized for running React Native.,6,,,,
JavaScript,axios,Web,Promise based HTTP client for the browser and node.js,6,,,,
JavaScript,GDevelop,Autre,"🎮 Open-source, cross-platform 2D/3D/multiplayer game engine designed for everyone.",39,,,,
JavaScript,validator.js,Autre,String validation,2,,,,
JavaScript,tabler-icons,Web,A set of over 5800 free MIT-licensed high-quality SVG icons for you to use in your web projects.,6,,,,
JavaScript,free-games-claimer,ML,"Automatically claims free games and DLCs on the Epic Games Store, Amazon Prime Gaming and GOG.",25,,,,
JavaScript,MagicMirror,Autre,"MagicMirror² is an open source modular smart mirror platform. With a growing list of installable modules, the MagicMirror² allows you to convert your hallway or bathroom mirror into your personal assistant.",5,,,,
JavaScript,betaflight-configurator,Autre,Cross platform configuration and management application for the Betaflight firmware,2,,,,
JavaScript,kokoro,Autre,https://hf.co/hexgrad/Kokoro-82M,10,,,,
JavaScript,one-api,API,"LLM API 管理 & 分发系统，支持 OpenAI、Azure、Anthropic Claude、Google Gemini、DeepSeek、字节豆包、ChatGLM、文心一言、讯飞星火、通义千问、360 智脑、腾讯混元等主流模型，统一 API 适配，可用于 key 管理与二次分发。单可执行文件，提供 Docker 镜像，一键部署，开箱即用。LLM API management & key redistribution system, unifying multiple providers under a single API. Single binary, Docker-ready, with an English UI.",17,,,,
Rust,firecracker,API,Secure and fast microVMs for serverless computing.,25,,,,
Rust,RustPython,Autre,A Python Interpreter written in Rust,129,,,,
Rust,halloy,Autre,IRC application written in Rust,9,,,,
Rust,lance,Data,"Open Lakehouse Format for Multimodal AI. Convert from Parquet in 2 lines of code for 100x faster random access, vector index, and data versioning. Compatible with Pandas, DuckDB, Polars, Pyarrow, and PyTorch with more integrations coming..",7,,,,
Rust,govee2mqtt,Autre,Govee2MQTT: Connect Govee lights and devices to Home Assistant,5,,,,
Rust,starship,Autre,"☄🌌️ The minimal, blazing-fast, and infinitely customizable prompt for any shell!",20,,,,
Rust,swc,Web,Rust-based platform for the Web,7,,,,
Rust,reqwest,API,An easy and powerful Rust HTTP Client,8,,,,
Rust,meeting-minutes,NLP,"Privacy first, AI meeting assistant with 4x faster Parakeet/Whisper live transcription, speaker diarization, and Ollama summarization built on Rust. 100% local processing. no cloud required. Meetily (Meetly Ai - https://meetily.ai) is the #1 Self-hosted, Open-source Ai meeting note taker for macOS & Windows.",18,,,,
Rust,rocketmq-rust,Autre,"🚀Apache RocketMQ build in Rust🦀. Faster, safer, and with lower memory usage.⭐Star if you like it!",6,,,,
Go,axonhub,API,"AxonHub is a modern AI gateway system that provides a unified OpenAI ( Chat Completion, Responses), Anthropic, Gemini and AI SDK compatible API",38,,,,
Go,fzf,Autre,🌸 A command-line fuzzy finder,34,,,,
Go,tidb,Data,"TiDB - the open-source, cloud-native, distributed SQL database designed for modern applications.",8,,,,
Go,WuKongIM,Autre,More than just IM 不只是即时通讯( IM ),6,,,,
Go,gdu,Autre,Fast disk usage analyzer with console interface written in Go,10,,,,
Go,cagent,Autre,Agent Builder and Runtime by Docker Engineering,4,,,,
Go,migrate,Data,Database migrations. CLI and Golang library.,6,,,,
Go,v2ray-core,API,A platform for building proxies to bypass network restrictions.,8,,,,
Go,lo,ML,"💥 A Lodash-style Go library based on Go 1.18+ Generics (map, filter, contains, find...)",6,,,,
Go,terragrunt,Autre,Terragrunt is a flexible orchestration tool that allows Infrastructure as Code written in OpenTofu/Terraform to scale.,0,,,,
Go,bifrost,API,"Fastest LLM gateway (50x faster than LiteLLM) with adaptive load balancer, cluster mode, guardrails, 1000+ models support & <100 µs overhead at 5k RPS.",26,,,,
Go,google-cloud-go,API,Google Cloud Client Libraries for Go.,2,,,,
TypeScript,SpotiFLAC,Autre,"Get Spotify tracks in true FLAC from Tidal, Qobuz & Amazon Music — no account required.",341,,,,
TypeScript,giselle,ML,Giselle: AI App Builder. Open Source.,24,,,,
TypeScript,Stirling-PDF,Autre,#1 PDF Application on GitHub that lets you edit PDFs on any device anywhere,147,,,,
TypeScript,postiz-app,ML,"📨 The ultimate social media scheduling tool, with a bunch of AI 🤖",59,,,,
TypeScript,OpenAgents,Web,"AI agent framework for plan-first development workflows with approval-based execution. Multi-language support (TypeScript, Python, Go, Rust) with automatic testing, code review, and validation built for OpenCode",53,,,,
TypeScript,daytona,ML,Daytona is a Secure and Elastic Infrastructure for Running AI-Generated Code,149,,,,
TypeScript,tailwindcss,Web,A utility-first CSS framework for rapid UI development.,23,,,,
TypeScript,pi-mono,Web,"AI agent toolkit: coding agent CLI, unified LLM API, TUI & web UI libraries, Slack bot, vLLM pods",31,,,,
TypeScript,agent-chat-ui,Web,🦜💬 Web app for interacting with any LangGraph agent (PY & TS) via a chat interface.,5,,,,
TypeScript,kilocode,NLP,"Kilo is the all-in-one agentic engineering platform. Build, ship, and iterate faster with the most popular open source coding agent. #1 on OpenRouter. 750k+ Kilo Coders. 6.1 trillion tokens/month.",29,,,,
TypeScript,FastGPT,NLP,"FastGPT is a knowledge-based platform built on the LLMs, offers a comprehensive suite of out-of-the-box capabilities such as data processing, RAG retrieval, and visual AI workflow orchestration, letting you easily develop and deploy complex question-answering systems without the need for extensive setup or configuration.",16,,,,
TypeScript,Rocket.Chat,Data,The communications platform that puts data protection first.,12,,,,
TypeScript,AionUi,Web,"Free, local, open-source GUI app for Gemini CLI, Claude Code, Codex, Qwen Code, Goose Cli, Auggie, and more — Enhanced Chat UI, WebUI, Multi-Agent & Multi-LLM, MCP Integration | 🌟 Star if you like it!",20,,,,
TypeScript,expo,Web,"An open-source framework for making universal native apps with React. Expo runs on Android, iOS, and the web.",39,,,,
Java,kafka,Autre,Mirror of Apache Kafka,14,,,,
Java,jenkins,API,Jenkins automation server,9,,,,
Java,shardingsphere,Data,"Empowering Data Intelligence with Distributed SQL for Sharding, Scalability, and Security Across All Databases.",3,,,,
Java,dolphinscheduler,Data,Apache DolphinScheduler is the modern data orchestration platform. Agile to create high performance workflow with low-code,4,,,,
Java,GhidraMCP,API,MCP Server for Ghidra,67,,,,
Java,spring-cloud-alibaba,Autre,Spring Cloud Alibaba provides a one-stop solution for application development for the distributed solutions of Alibaba middleware.,5,,,,
Jupyter,python-docs-samples,Autre,Code samples used on cloud.google.com,1,,,,
Jupyter,OmniParser,Autre,A simple screen parsing tool towards pure vision based GUI agent,6,,,,
Jupyter,phoenix,ML,AI Observability & Evaluation,9,,,,
Jupyter,airllm,NLP,AirLLM 70B inference with single 4GB GPU,51,,,,
Jupyter,silero-models,NLP,Silero Models: pre-trained text-to-speech models made embarrassingly simple,5,,,,
Python,BitNet,Web,Official inference framework for 1-bit LLMs,137,,,,
Python,PaddleOCR,NLP,"Turn any PDF or image document into structured data for your AI. A powerful, lightweight OCR toolkit that bridges the gap between images/PDFs and LLMs. Supports 100+ languages.",171,,,,
Python,kimi-cli,Autre,Kimi Code CLI is your next CLI agent.,278,,,,
Python,TradingAgents,Web,TradingAgents: Multi-Agents LLM Financial Trading Framework,45,,,,
Python,ebook2audiobook,Autre,"Generate audiobooks from e-books, voice cloning & 1158+ languages!",27,,,,
Python,tchMaterial-parser,Autre,国家中小学智慧教育平台 电子课本下载工具，帮助您从智慧教育平台中获取电子课本的 PDF 文件网址并进行下载，让您更方便地获取课本内容。,23,,,,
Python,strix,ML,Open-source AI hackers to find and fix your app’s vulnerabilities.,23,,,,
Python,agno,Autre,Build multi-agent systems that learn and improve with every interaction.,40,,,,
Python,robin,Web,AI-Powered Dark Web OSINT Tool,106,,,,
Python,Archon,ML,Beta release of Archon OS - the knowledge and task management backbone for AI coding assistants.,3,,,,
Python,GLiNER2,Autre,Unified Schema-Based Information Extraction,34,,,,
Python,atlassian-mcp-server,API,"Remote MCP Server that securely connects Jira and Confluence with your LLM, IDE, or agent platform of choice.",5,,,,
JavaScript,whatsapp-web.js,Web,A WhatsApp client library for NodeJS that connects through the WhatsApp Web browser app,137,,,,
JavaScript,system_prompts_leaks,NLP,"Collection of extracted System Prompts from popular chatbots like ChatGPT, Claude & Gemini",693,,,,
JavaScript,Calibre-Web-Automated,Web,Calibre-Web but Automated and with tons of New Features! Fully automate and simplify your eBook set up!,35,,,,
JavaScript,opencode-anthropic-auth,Autre,Pas de description,87,,,,
JavaScript,EmulatorJS,Web,A web-based frontend for RetroArch,23,,,,
JavaScript,drawio,Web,"draw.io is a JavaScript, client-side editor for general diagramming.",9,,,,
JavaScript,transformers.js,Web,"State-of-the-art Machine Learning for the web. Run 🤗 Transformers directly in your browser, with no need for a server!",4,,,,
JavaScript,obsidian-smart-connections,API,"Chat with your notes & see links to related content with AI embeddings. Use local models or 100+ via APIs like Claude, Gemini, ChatGPT & Llama 3",3,,,,
JavaScript,xyzw_web_helper,Web,咸鱼之王web端,0,,,,
JavaScript,rabbitmq-server,API,Open source RabbitMQ: core server and tier 1 (built-in) plugins,2,,,,
JavaScript,cheating-daddy,ML,a free and opensource app that lets you gain an unfair advantage,12,,,,
JavaScript,Acode,NLP,Acode - powerful text/code editor for android,5,,,,
JavaScript,x-ui,Autre,支持多协议多用户的 xray 面板,4,,,,
Rust,Antigravity-Manager,ML,Professional Antigravity Account Manager & Switcher. One-click seamless account switching for Antigravity Tools. Built with Tauri v2 + React (Rust).专业的 Antigravity 账号管理与切换工具。为 Antigravity 提供一键无缝账号切换功能。,270,,,,
Rust,libsignal,Autre,Home to the Signal Protocol as well as other cryptographic primitives which make Signal possible.,5,,,,
Rust,rustfs,Autre,"🚀2.3x faster than MinIO for 4KB object payloads. RustFS is an open-source, S3-compatible high-performance object storage system supporting migration and coexistence with other S3-compatible platforms such as MinIO and Ceph.",44,,,,
Rust,quiche,Autre,🥧 Savoury implementation of the QUIC transport protocol and HTTP/3,2,,,,
Rust,vector,Data,A high-performance observability data pipeline.,7,,,,
Rust,Impactor,Autre,Feature rich iOS/tvOS sideloading application written in Rust. Formerly known as PlumeImpactor.,13,,,,
Rust,EasyTier,Autre,"A simple, decentralized mesh VPN with WireGuard support.",16,,,,
Rust,lancedb,ML,Developer-friendly OSS embedded retrieval library for multimodal AI. Search More; Manage Less.,6,,,,
Rust,git-ai,ML,A Git extension for tracking the AI-generated code in your repos,19,,,,
Rust,cargo,Autre,The Rust package manager,9,,,,
Rust,vortex,Data,"An extensible, state of the art columnar file format. Formerly at @spiraldb, now an Incubation Stage project at LFAI&Data, part of the Linux Foundation.",17,,,,
Rust,wezterm,Autre,A GPU-accelerated cross-platform terminal emulator and multiplexer written by @wez and implemented in Rust,19,,,,
Rust,pgdog,Data,"PostgreSQL connection pooler, load balancer and database sharder.",30,,,,
Go,mermaid-ascii,ML,Render Mermaid graphs inside your terminal,74,,,,
Go,calico,Autre,Cloud native networking and network security,3,,,,
Go,vault,Autre,"A tool for secrets management, encryption as a service, and privileged access management",164,,,,
Go,tailscale,Autre,"The easiest, most secure way to use WireGuard and 2FA.",52,,,,
Go,nofx,ML,"AI Trading OS: Multi-AI, multi-exchange trading infrastructure with Strategy Studio.",17,,,,
Go,istio,Autre,"Connect, secure, control, and observe services.",7,,,,
Go,meshery,Autre,"Meshery, the cloud native manager",7,,,,
Go,arcane,Autre,"Modern Docker Management, Designed for Everyone",36,,,,
Go,cloudnative-pg,Data,"CloudNativePG is a comprehensive platform designed to seamlessly manage PostgreSQL databases within Kubernetes environments, covering the entire operational lifecycle from initial deployment to ongoing maintenance",12,,,,
Go,k3s,Autre,Lightweight Kubernetes,9,,,,
Go,evcc,Autre,solar charging ☀️🚘,5,,,,
TypeScript,openclaw,ML,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞,14780,,,,
TypeScript,flowsint,Autre,"A modern platform for visual, flexible, and extensible graph-based investigations. For cybersecurity analysts and investigators.",120,,,,
TypeScript,cline,Web,"Autonomous coding agent right in your IDE, capable of creating/editing files, executing commands, using the browser, and more with your permission every step of the way.",44,,,,
TypeScript,lobehub,Autre,"The ultimate space for work and life — to find, build, and collaborate with agent teammates that grow with you. We are taking agent harness to the next level — enabling multi-agent collaboration, effortless agent team design, and introducing agents as the unit of work interaction.",310,,,,
TypeScript,meet,Autre,Open source video conferencing app powered by LiveKit.,91,,,,
TypeScript,isometric-city,Autre,IsoCity: City building simulation game.,95,,,,
TypeScript,ant-design-pro,Autre,👨🏻‍💻👩🏻‍💻 Use Ant Design like a Pro!,2,,,,
TypeScript,ext-apps,API,"Official repo for spec & SDK of MCP Apps protocol - standard for UIs embedded AI chatbots, served by MCP servers",165,,,,
TypeScript,plane,Autre,"🔥🔥🔥 Open-source Jira, Linear, Monday, and ClickUp alternative. Plane is a modern project management platform to manage tasks, sprints, docs, and triage.",66,,,,
TypeScript,ai-chatbot,ML,"A full-featured, hackable Next.js AI chatbot built by Vercel",6,,,,
TypeScript,trigger.dev,ML,Trigger.dev – build and deploy fully‑managed AI agents and workflows,24,,,,
TypeScript,Maestro,Autre,Agent Orchestration Command Center,25,,,,
TypeScript,nango,API,A single API for all your integrations.,16,,,,
